Patient Name: EQUIPO 4 2025, QA
Patient ID: Eq4-2025
Plan: PerfDiag
Course: C-Fisica
Date: Friday, August 07, 2026 2:46:47 PM
Exported by: paberbuj

Start: (-29.79, -9.98, 0.00)
End:   (30.24, -9.98, -0.23)

	40x40	20x20	10x10	Total
-22.728041	56.857391	2.208064	0.000000	59.065455
-22.703036	56.921791	2.216688	0.000000	59.138480
-22.678030	56.986192	2.225313	0.000000	59.211505
-22.653025	57.050592	2.233938	0.000000	59.284530
-22.628019	57.114994	2.242563	0.000000	59.357556
-22.603014	57.177380	2.251782	0.000000	59.429162
-22.578009	57.235825	2.262163	0.000000	59.497988
-22.553003	57.294269	2.272544	0.000000	59.566813
-22.527998	57.352713	2.282925	0.000000	59.635638
-22.502992	57.411157	2.293306	0.000000	59.704463
-22.477987	57.469601	2.303686	0.000000	59.773287
-22.452981	57.528044	2.314066	0.000000	59.842110
-22.427976	57.586487	2.324446	0.000000	59.910933
-22.402971	57.644930	2.334826	0.000000	59.979756
-22.377965	57.703373	2.345205	0.000000	60.048578
-22.352960	57.760471	2.355479	0.000000	60.115950
-22.327954	57.814964	2.365550	0.000000	60.180514
-22.302949	57.869456	2.375621	0.000000	60.245078
-22.277943	57.923949	2.385692	0.000000	60.309641
-22.252938	57.978442	2.395763	0.000000	60.374205
-22.227933	58.032935	2.405834	0.000000	60.438768
-22.202927	58.087428	2.415905	0.000000	60.503332
-22.177922	58.141920	2.425975	0.000000	60.567896
-22.152916	58.196413	2.436046	0.000000	60.632459
-22.127911	58.250906	2.446117	0.000000	60.697023
-22.102905	58.304309	2.456397	0.000000	60.760706
-22.077900	58.355619	2.467078	0.000000	60.822697
-22.052895	58.406929	2.477760	0.000000	60.884689
-22.027889	58.458239	2.488442	0.000000	60.946681
-22.002884	58.509549	2.499124	0.000000	61.008673
-21.977878	58.560859	2.509806	0.000000	61.070665
-21.952873	58.612169	2.520489	0.000000	61.132658
-21.927867	58.663479	2.531171	0.000000	61.194651
-21.902862	58.714789	2.541855	0.000000	61.256644
-21.877857	58.766099	2.552538	0.000000	61.318637
-21.852851	58.816554	2.563579	0.000000	61.380133
-21.827846	58.865380	2.575300	0.000000	61.440679
-21.802840	58.914206	2.587020	0.000000	61.501226
-21.777835	58.963032	2.598741	0.000000	61.561772
-21.752829	59.011858	2.610461	0.000000	61.622319
-21.727824	59.060684	2.622181	0.000000	61.682864
-21.702818	59.109510	2.633900	0.000000	61.743410
-21.677813	59.158336	2.645620	0.000000	61.803955
-21.652808	59.207162	2.657339	0.000000	61.864500
-21.627802	59.255988	2.669057	0.000000	61.925045
-21.602797	59.303927	2.680608	0.000000	61.984535
-21.577791	59.350196	2.691842	0.000000	62.042038
-21.552786	59.396464	2.703076	0.000000	62.099540
-21.527780	59.442733	2.714311	0.000000	62.157043
-21.502775	59.489002	2.725545	0.000000	62.214547
-21.477770	59.535271	2.736780	0.000000	62.272051
-21.452764	59.581540	2.748016	0.000000	62.329555
-21.427759	59.627809	2.759251	0.000000	62.387060
-21.402753	59.674078	2.770487	0.000000	62.444565
-21.377748	59.720348	2.781723	0.000000	62.502071
-21.352742	59.765826	2.793143	0.000000	62.558969
-21.327737	59.809826	2.804905	0.000000	62.614731
-21.302732	59.853827	2.816668	0.000000	62.670494
-21.277726	59.897827	2.828430	0.000000	62.726258
-21.252721	59.941828	2.840193	0.000000	62.782021
-21.227715	59.985830	2.851955	0.000000	62.837785
-21.202710	60.029831	2.863717	0.000000	62.893548
-21.177704	60.073832	2.875480	0.000000	62.949312
-21.152699	60.117834	2.887242	0.000000	63.005077
-21.127694	60.161836	2.899005	0.000000	63.060841
-21.102688	60.205019	2.911353	0.021886	63.138259
-21.077683	60.246687	2.924786	0.084269	63.255742
-21.052677	60.288354	2.938219	0.146652	63.373225
-21.027672	60.330021	2.951652	0.209035	63.490708
-21.002666	60.371689	2.965085	0.271418	63.608192
-20.977661	60.413356	2.978517	0.333802	63.725675
-20.952656	60.455023	2.991950	0.396185	63.843158
-20.927650	60.496691	3.005383	0.458568	63.960641
-20.902645	60.538358	3.018816	0.520951	64.078125
-20.877639	60.580025	3.032249	0.583334	64.195608
-20.852634	60.620884	3.045753	0.624310	64.290947
-20.827628	60.660260	3.059388	0.626037	64.345685
-20.802623	60.699636	3.073023	0.627765	64.400423
-20.777618	60.739012	3.086657	0.629492	64.455161
-20.752612	60.778388	3.100292	0.631220	64.509899
-20.727607	60.817763	3.113926	0.632948	64.564637
-20.702601	60.857139	3.127560	0.634675	64.619375
-20.677596	60.896515	3.141194	0.636403	64.674112
-20.652590	60.935891	3.154828	0.638130	64.728849
-20.627585	60.975267	3.168461	0.639858	64.783587
-20.602579	61.013938	3.182237	0.642010	64.838185
-20.577574	61.051327	3.196271	0.644934	64.892532
